college,percentage,Location,Stream
"Dnyanpushpa Vidya Niketan And Jr College, Sector 04, Cbd Belapur, Navi Mumbai. (English Medium) (Self Finance)",68.6,Mumbai,Commerce
"K. E. S. Jr. College Of Arts & Com, Kandivali (West) (English Medium) (Permanent Unaided)",68.4,Mumbai,Commerce
"R. K. Talreja College Of Arts Science And Commerce, Ulhasnagar 421003. (English Medium) (Aided)",68.2,Mumbai,Commerce
S. S. & L. S. Patkar College Goregaon West (English Medium) (Permanent Unaided),68,Mumbai,Commerce
Abdullah Patel High School & Junior College (English Medium) (Aided),67.8,Mumbai,Commerce
"K. V. Pendharkar Junior College, Dombivali(East). (English Medium) (Permanent Unaided)",67.8,Mumbai,Commerce
"Sterling Jr. College Of Arts & Commerce, Nerul (English Medium) (Permanent Unaided)",67.8,Mumbai,Commerce
"N E S High School & Jr. College, Bhandup (W) (English Medium) (Aided)",67.6,Mumbai,Commerce
The Bombay Suburban Grain Dealers Junior College Of Commerce Arts And Science (English Medium) (Self Finance),67.6,Mumbai,Commerce
Sheth T. J. (Guj) Highschool And Sheth Nktt Jr College Of Com And Sheth Jtt Jr College Of Arts Sci (English Medium) (Aided),67.4,Mumbai,Commerce
St Xaviers English High School And Junior College Manpada Thane (English Medium) (Permanent Unaided),67.4,Mumbai,Commerce
"S. H. Jondhale Vidyamandirjr College, Dombivli (W). (English Medium) (Aided)",67.2,Mumbai,Commerce
"R. F. Naik Vidyalya Secondary & Higher Secondary School, Sector 8, Koparkhairne, Navi Mumbai. (English Medium) (Permanent Unaided)",67.2,Mumbai,Commerce
"Guru Nanak Khalsa College Of Arts Science And Commerce, Matunga (East), Mumbai. (English Medium) (Self Finance)",67.2,Mumbai,Commerce
"Ramniranjan Jhunjhunwala College, Ghatkopar (W). (English Medium) (Self Finance)",67.2,Mumbai,Commerce
"Karmaveer Bhaurao Patil Jr. College, Vashi (English Medium) (Permanent Unaided)",67,Mumbai,Commerce
Dnyan Vikas Sansthas Jr College Koparkhairane (English Medium) (Aided),66.8,Mumbai,Commerce
"K P B Hinduja College Of Commerce, Charni Road, Mumbai. (English Medium) (Aided)",66.4,Mumbai,Commerce
"V P M Kannada High School & Jr. College, Mulund (E) (English Medium) (Aided)",66.4,Mumbai,Commerce
P. V. G'S Vidya Bhawan High School No.1 & Jr. College (English Medium) (Self Finance),66.4,Mumbai,Commerce
"Karmaveer Bhaurao Patil Jr. College, Vashi (English Medium) (Aided)",66.2,Mumbai,Commerce
"R. D National College & W.A. Science College, Bandra West (English Medium) (Aided)",66.2,Mumbai,Commerce
"Changu Kana Thakur Secondary & Higher Secondary Vidyalaya, New Panvel. (English Medium) (Unaided)",66.2,Mumbai,Commerce
"Afac English School And Junior College, Chembur, Mumbai. (English Medium) (Aided)",66,Mumbai,Commerce
"St. John Baptist Jr. College, Thane (W). (English Medium) (Aided)",65.8,Mumbai,Commerce
Guru Nanak Higher Secondary School & Jr. College Guru Tegh Bahadur Nagar Mumbai (English Medium) (Aided),65.8,Mumbai,Commerce
"Icles'S Motilal Jhunjhunwala College, Vashi (English Medium) (Unaided)",65.4,Mumbai,Commerce
Tilaknagar Vidyamandir Jr College Dombivli (English Medium) (Aided),65.2,Mumbai,Commerce
"S.I.C.E.S.High School And Junior College, Ambernath. (English Medium) (Aided)",65.2,Mumbai,Commerce
"The Andhra Education Society High School & Jr. College, Wadala (West). (English Medium) (Aided)",65.2,Mumbai,Commerce
"Abdullah Patel English High School And Jr College, Mumbra. (English Medium) (Permanent Unaided)",65.2,Mumbai,Commerce
"N. G. Acharya & D. K. Marathe College Of Arts, Science & Commerc Chembur Mumbai 71 (English Medium) (Aided)",65,Mumbai,Commerce
"Ismail Yusuf College Of Arts, Com & Sci, Jogeshwari (East). (English Medium) (Government)",65,Mumbai,Commerce
"Shetkari Shikshan Sanstha Jr. College, Ghansoli. (English Medium) (Aided)",64.8,Mumbai,Commerce
St. Xaviers High School & Jr College Bhandup (W) (English Medium) (Aided),64.8,Mumbai,Commerce
Prahladrai Dalmia Lions College Of Commerce & Economics (English Medium) (Aided),64.8,Mumbai,Commerce
Model College Of Sci & Com. Kalyan East (English Medium) (Permanent Unaided),64.8,Mumbai,Commerce
"Yakub Baig High School & Jr. College, Panvel (Urdu Medium) (Permanent Unaided)",64.2,Mumbai,Commerce
"Mahatma Gandhi Secondary School And Jr College, Ambarnath (W). (English Medium) (Aided)",64,Mumbai,Commerce
K.L.E Society'S Science And Commerce College (English Medium) (Self Finance),64,Mumbai,Commerce
The B.J.P.C. Institution Jr. College (English Medium) (Permanent Unaided),63.8,Mumbai,Commerce
The Bombay Suburban Grain Dealers Junior College Of Commerce Arts And Science (English Medium) (Permanent Unaided),63.8,Mumbai,Commerce
"Lala Lajpat Rai College Of Commerce & Economics, Mahalaxmi. (English Medium) (Self Finance)",63.8,Mumbai,Commerce
"Abhinav Vidyamandir & Jr. College, Bhayandar (E) (English Medium) (Aided)",63.2,Mumbai,Commerce
"Smt Radhikabai Meghe Sec. Vidyalaya & Jr. College, Airoli. (English Medium) (Aided)",63.2,Mumbai,Commerce
"Lala Lajpat Rai College Of Commerce & Economics, Mahalaxmi. (English Medium) (Aided)",63.2,Mumbai,Commerce
"Ramsheth Thakur Higher Secondary Vidyalaya, Kharghar (English Medium) (Self Finance)",62.8,Mumbai,Commerce
"Gyanodaya Vidya Mandir And Junior College, Thane (West). (English Medium) (Aided)",62.6,Mumbai,Commerce
"Chetana'S Junior College Of Commerce And Arts, Bandra (E) (English Medium) (Aided)",62.6,Mumbai,Commerce
"Maharastra College Of Arts,Sci. &Comm Nagpada Mumbai (English Medium) (Aided)",62.4,Mumbai,Commerce
St. Anne'S High School & Jr College Malad West (English Medium) (Aided),62.4,Mumbai,Commerce
"St. Arnold'S School & Jr. College, Andheri (East). (English Medium) (Permanent Unaided)",62.4,Mumbai,Commerce
"Changu Kana Thakur Secondary & Higher Secondary Vidyalaya, New Panvel. (English Medium) (Self Finance)",62.4,Mumbai,Commerce
"D. N. C. Multipurpose Seconary School, Dattanagar, Dombivli (East). (English Medium) (Aided)",62.2,Mumbai,Commerce
"N.K.T. English Secondary School And Jr. College,Thane (West). (English Medium) (Permanent Unaided)",62.2,Mumbai,Commerce
Ramanand Arya Dav College (English Medium) (Permanent Unaided),62.2,Mumbai,Commerce
"Burhani College Of Commerce And Arts, Mazagaon. (Co Edu.) (English Medium) (Aided)",62,Mumbai,Commerce
"M.D. College Of Arts, Science .Commerce And Hsvc, Parel, Mumbai. (English Medium) (Aided)",62,Mumbai,Commerce
"Vikas High School & Jr. College, Vikhroli (East), Mumbai. (English Medium) (Aided)",62,Mumbai,Commerce
"Versova Welfare Association High School & Junior College, 7 Bunglows, Andheri (W), Mumbai. (English Medium) (Aided)",62,Mumbai,Commerce
Sanket Jr College Manpada Thane (English Medium) (Aided),61.8,Mumbai,Commerce
"Swami Vivekanand Vidyalaya & Kanistha Mahavidyalaya, Kurla (E) (English Medium) (Aided)",61.8,Mumbai,Commerce
"Vivek Vidyalaya & Jr. College, Goregaon (W). (English Medium) (Unaided)",61.8,Mumbai,Commerce
"National Sarvodaya Junior College Of Commerce And Science, Chembur Colony, Mumbai (English Medium) (Aided)",61.6,Mumbai,Commerce
"Asmita Girls Jr. College, Vikhroli (East). (English Medium) (Aided)",61.6,Mumbai,Commerce
"Balbharati High School & Jr. College, S.V.Road, Kandivali (West) (English Medium) (Aided)",61.6,Mumbai,Commerce
"K P B Hinduja College Of Commerce, Charni Road, Mumbai. (English Medium) (Permanent Unaided)",61.6,Mumbai,Commerce
"Thakur College Of Science & Commerce, Kandivali (E) Mumbai. (English Medium) (Permanent Unaided)",61.6,Mumbai,Commerce
Model College Dombivli East (English Medium) (Self Finance),61.6,Mumbai,Commerce
"Shree Sanatan Dharam Vidyalaya And Junior College, Chembur (English Medium) (Aided)",61.2,Mumbai,Commerce
"Kirti M Doongursee College, Kashinath Dhuru Road, Dadar (W), Mumbai. (English Medium) (Permanent Unaided)",61,Mumbai,Commerce
Sandesh Vidyalaya & Jr. College Of Arts Commerce And Science (English Medium) (Aided),60.8,Mumbai,Commerce
"Shubhamraje Jr. College, Patlipada, Thane (W). (English Medium) (Permanent Unaided)",60.8,Mumbai,Commerce
"Holy Family High School & Jr. College, Andheri (East) (English Medium) (Permanent Unaided)",60.8,Mumbai,Commerce
"Dr. Babasaheb Ambedkar High School & Jr College, Chembur, Mumbai. (English Medium) (Aided)",60.6,Mumbai,Commerce
The Bombay Suburban Grain Dealers Junior College Of Commerce Arts And Science (English Medium) (Aided),60.6,Mumbai,Commerce
"K.E.S. V.K. High School & Jr. College, Panvel (English Medium) (Unaided)",60.6,Mumbai,Commerce
"B. R. Madhavi English Secondary School, Dombivli (East). (English Medium) (Permanent Unaided)",60.4,Mumbai,Commerce
Ramanand Arya Dav College (English Medium) (Aided),60.2,Mumbai,Commerce
"Vivek Vidyalaya & Jr. College, Goregaon (W). (English Medium) (Aided)",60.2,Mumbai,Commerce
"K. E. S. Jr. College Of Arts & Com, Kandivali (West) (English Medium) (Self Finance)",60.2,Mumbai,Commerce
"Adarsh Vidyamandir Higher Secondary, Kulgaon (English Medium) (Unaided)",60.2,Mumbai,Commerce
"S. N. D. T. College Of Arts & Scb College Of Comm. & Sci. For Women, Churchgate. (English Medium) (Aided)",60,Mumbai,Commerce
"Shri Bansidhar Aggarwal Model School & Jr. College, Wadala (West). (English Medium) (Aided)",60,Mumbai,Commerce
Shri Gauridutt Mittal Vidyalaya And Jr. College (English Medium) (Aided),60,Mumbai,Commerce
"Matruchhaya Junior College, Dahisar (East) (English Medium) (Aided)",60,Mumbai,Commerce
"Smt. Sushiladevi Deshmukh Jr. College, Airoli (English Medium) (Permanent Unaided)",60,Mumbai,Commerce
"P.M.M.Rotary School & Jr College, Ambernath. (English Medium) (Permanent Unaided)",60,Mumbai,Commerce
"Sheth M. P. Rashtriya Shala English Medium & Jr. College, Mulund (W) (English Medium) (Permanent Unaided)",60,Mumbai,Commerce
"Friends Co.Op. Edu. Soc. Ltd. Sec. School & Jr. College, Mulund (W) (English Medium) (Permanent Unaided)",60,Mumbai,Commerce
Holy Angels High School And Junior College Mulund East (English Medium) (Permanent Unaided),60,Mumbai,Commerce
"R. K. Talreja College Of Arts Science And Commerce, Ulhasnagar 421003. (English Medium) (Unaided)",60,Mumbai,Commerce
Smt Mithibai Motiram Kundanani College Of Commerce Bandra West (English Medium) (Aided),59.8,Mumbai,Commerce
"Harmony Public Secondary Highschool & Jr. College, Kharghar (English Medium) (Permanent Unaided)",59.8,Mumbai,Commerce
"Guru Nanak High School & Jr. College, Bhandup (W) (English Medium) (Aided)",59,Mumbai,Commerce
"Sainath Hindi School Secondary & Higher Secondary, Vashi (English Medium) (Aided)",58.8,Mumbai,Commerce
"Balbharati High School & Jr. College, S.V.Road, Kandivali (West) (English Medium) (Permanent Unaided)",58.8,Mumbai,Commerce
Mahatma Phule A.S.C. College Panvel (English Medium) (Aided),58.6,Mumbai,Commerce
"N E S High School & Jr. College, Bhandup (W) (English Medium) (Unaided)",58.6,Mumbai,Commerce
Vidyanidhi K R Jr College Of Commerce Andheri West (English Medium) (Aided),57.8,Mumbai,Commerce
"Sheth Gopalji Hemraj High School & Jr. College, Borivali (East). (English Medium) (Aided)",57.8,Mumbai,Commerce
"Bhausaheb Hiray Vidyalaya And Jr. College, Tardeo, Mumbai. (English Medium) (Aided)",57.6,Mumbai,Commerce
B E S Jr. College Of Com.& Sci. Bhandup (E) (English Medium) (Aided),57.6,Mumbai,Commerce
"Anjuman Islam Dr. M. I. J. High School & Jr College Of Sci & Com, Bandra (West) (English Medium) (Aided)",57.6,Mumbai,Commerce
M.V.M. Swami Muktanand High School & Mvm Sasihithlu Bhavani Mendon And Mohan Mendon Jr College (English Medium) (Self Finance),57.4,Mumbai,Commerce
Rizvi College Of Arts Sci & Com Bandra West (English Medium) (Aided),57.2,Mumbai,Commerce
"Ridwan Harris Ideal High School And Junior College, Thane (West). (English Medium) (Aided)",57,Mumbai,Commerce
"Anand Vishawa Gurukul And Jr College, Thane (W). (English Medium) (Permanent Unaided)",56.8,Mumbai,Commerce
"Shriniwas Bagarka Jr College Of Arts Com & Sci., J. B. Nagar, Andheri (East), Mumbai. (English Medium) (Aided)",56.4,Mumbai,Commerce
G.E.I.S.S.V.Joshi High School & Junior College (English Medium) (Permanent Unaided),55.8,Mumbai,Commerce
Arvind Gandbhir High School & Jr. College Jogeshwari East (English Medium) (Permanent Unaided),55.6,Mumbai,Commerce
"Chandrabhan Sharma Jr College Powai, Mumbai 76. (English Medium) (Permanent Unaided)",55.4,Mumbai,Commerce
Shree Keshav Rambhau Kotkar Secodnary & H.Secondary Vidyalaya Dombivli East (English Medium) (Aided),55.2,Mumbai,Commerce
"Shree Sanatan Dharam Vidyalaya And Junior College, Chembur (English Medium) (Permanent Unaided)",55.2,Mumbai,Commerce
"Mahatma Education Societys High School & Jr. College, Khanda Colony, New Panvel (English Medium) (Permanent Unaided)",55.2,Mumbai,Commerce
"Christ Academy School And Jr College, Koparkhairane, Navi Mumbai. (English Medium) (Permanent Unaided)",54.6,Mumbai,Commerce
Sree Narayan Guru College Of Commerce Chembur (English Medium) (Aided),54.2,Mumbai,Commerce
"Vidya Bhawan High School & Jr. College, Nerul (English Medium) (Unaided)",54.2,Mumbai,Commerce
Shankar Narayan Junior College Of Arts Science And Commerce Bhayander (East) (English Medium) (Permanent Unaided),54,Mumbai,Commerce
Sss Multipurpose Technical High School Junior College (English Medium) (Permanent Unaided),54,Mumbai,Commerce
"S. S. Jr. College Of Science & Commerce, Seawoods, Nerul, Navi Mumbai. (English Medium) (Self Finance)",53.8,Mumbai,Commerce
(S.E.S.) S.D.Ochani High School & Jr.College Unr 1 (English Medium) (Aided),53.6,Mumbai,Commerce
Durgadevi Saraf Jr College Malad West (English Medium) (Permanent Unaided),53.6,Mumbai,Commerce
"Gyan Kendra Sec. High School & Jr. College, Andheri (West), Mumbai. (English Medium) (Permanent Unaided)",53.4,Mumbai,Commerce
S.I.W.S. N.R. Swami College Wadala (English Medium) (Aided),53.2,Mumbai,Commerce
S.E.S Secondary & Higher Secondary School Kalamboli (English Medium) (Self Finance),53.2,Mumbai,Commerce
Dnyan Vikas Sansthas Jr College Koparkhairane (English Medium) (Permanent Unaided),53,Mumbai,Commerce
"St. Lawrence English Secondary School And Jr College, Wagle Estate, Thane (W). (English Medium) (Permanent Unaided)",53,Mumbai,Commerce
"Don Bosco High School & Jr. College, Vazira Naka, Borivli (W) (English Medium) (Permanent Unaided)",53,Mumbai,Commerce
"Sacred Heart High School & Jr. College, Vashi. (English Medium) (Self Finance)",53,Mumbai,Commerce
"Dayanand Vedic Vidyalaya H H S And Jr College, Mulund (West) (English Medium) (Aided)",52.8,Mumbai,Commerce
"St. Xavier High School & Jr. College, Vile Parle (West), Mumbai. (English Medium) (Permanent Unaided)",52.8,Mumbai,Commerce
"Fatima Secondary School And Jr. College, Ambernath (W). (English Medium) (Permanent Unaided)",52.6,Mumbai,Commerce
"Divine Child High School & Jr. College, Andheri (East) (English Medium) (Permanent Unaided)",52.6,Mumbai,Commerce
"R.T.P. High School & Jr. College, Dawadi, Dombivali (E) (English Medium) (Unaided)",52.4,Mumbai,Commerce
"Shri D. J. Doshi Gurukul English High School, Ghatkopar (East) (English Medium) (Permanent Unaided)",52.2,Mumbai,Commerce
"Yashwantrao Chavan Jr. College Of Arts, Science & Commerce, Koparkhairane (English Medium) (Permanent Unaided)",52,Mumbai,Commerce
"Apostolic Carmel High School And Junior College, Bandra (W) (English Medium) (Permanent Unaided)",52,Mumbai,Commerce
"Idubs Hindi High School & Jr. College, Bhandup (W) (English Medium) (Aided)",51.8,Mumbai,Commerce
"S. M. Shetty High School & Jr. College, Powai. (English Medium) (Permanent Unaided)",51.8,Mumbai,Commerce
Sushma Patil Secondary And Junior College Kamothe (English Medium) (Permanent Unaided),51.6,Mumbai,Commerce
Reena Mehta Jr. College (English Medium) (Permanent Unaided),51.4,Mumbai,Commerce
"Anand Vishawa Gurukul And Jr College, Thane (W). (English Medium) (Self Finance)",51.4,Mumbai,Commerce
"Smt. S. T. Mehta Womens Jr. College, Cama Lane, Ghatkopar (W). (English Medium) (Aided)",51.2,Mumbai,Commerce
"Subedar Junior College, Shil Diva Road (English Medium) (Permanent Unaided)",51.2,Mumbai,Commerce
"Hansraj Morarji Jr College Of Science And Commerce, Andheri (West) (English Medium) (Permanent Unaided)",51,Mumbai,Commerce
"D. G. Tatkare Junior College, Kalamboli. (English Medium) (Permanent Unaided)",51,Mumbai,Commerce
"Karthika High School & Jr. College, Kurla (W), Mumbai. (English Medium) (Unaided)",51,Mumbai,Commerce
St. Rocks Jr. College Of Commerce And Science Borivali West (English Medium) (Permanent Unaided),50.8,Mumbai,Commerce
"Ideal Jr. College Of Arts, Science & Commerce, Haji Malang Road, Bhal, Kalyan (E). (English Medium) (Self Finance)",50.8,Mumbai,Commerce
"Sainath Hindi School Secondary & Higher Secondary, Vashi (English Medium) (Unaided)",50.6,Mumbai,Commerce
"Wamanrao Murajan Madhyamik Vidyalaya & Jr. College, Mulund East (English Medium) (Unaided)",50.6,Mumbai,Commerce
"J. H. Poddar High School & Jr. College, Bhyander (W) (English Medium) (Permanent Unaided)",50.4,Mumbai,Commerce
"Irene School And Jr. College,Vaholi, Kalyan (English Medium) (Self Finance)",50.4,Mumbai,Commerce
"Hvk Tanna Jr. College Of Commerce, Ghatkopar (East), Mumbai. (English Medium) (Aided)",50.2,Mumbai,Commerce
"Maniben Nanavati Women'S College, Vile Parle (West) (English Medium) (Aided)",50.2,Mumbai,Commerce
"Mumbra P English High School And Jr College, Amrut Nagar, Mumbra. (English Medium) (Permanent Unaided)",50.2,Mumbai,Commerce
Anjuman Islam Allana Girls High School & Jr. College Kurla (W). (English Medium) (Permanent Unaided),50.2,Mumbai,Commerce
"S. S. Jr. College Of Science & Commerce, Seawoods, Nerul, Navi Mumbai. (English Medium) (Permanent Unaided)",50,Mumbai,Commerce
"Satish Pradhan Dnyanasadhana College Thane Arts Science And Commerce, Thane (W). (English Medium) (Permanent Unaided)",50,Mumbai,Commerce
"Barns Junior College, Panvel. (English Medium) (Permanent Unaided)",50,Mumbai,Commerce
Vidya Niketan Jr. College Of Commerce And Sicence Ghtkopar (E) (English Medium) (Self Finance),50,Mumbai,Commerce
"National Urdu Jr. College, Kalyan (W). (Urdu Medium) (Unaided)",50,Mumbai,Commerce
"Mahatma Education Societys High School & Jr. College, Khanda Colony, New Panvel (English Medium) (Self Finance)",49.8,Mumbai,Commerce
"St. Thomas High School & Jr. College, Goregaon (East) , Mumbai. (English Medium) (Aided)",49.6,Mumbai,Commerce
"Terna Secondary And High Secondary Vidyalaya, Nerul (W), Navi Mumbai. (English Medium) (Permanent Unaided)",49.6,Mumbai,Commerce
"New Kalwa High School And Jr College, Kalwa (W). (English Medium) (Unaided)",49.6,Mumbai,Commerce
"National Girls High School &Jr College Of Commerce, Bandra [E] (English Medium) (Aided)",49.4,Mumbai,Commerce
"Mesco Education Societys Crescent English High School And Jr College, Kausa, Mumbra (English Medium) (Self Finance)",49.4,Mumbai,Commerce
"Mary Immaculate Girls High Shool & Jr. College (Co Edu.), Borivli (W), Mumbai. (English Medium) (Self Finance)",49.4,Mumbai,Commerce
"Siddharth College Of Arts,Science & Comm., Fort, Mumbai. (English Medium) (Aided)",49.2,Mumbai,Commerce
"Priti Academy Junior College, Kalyan Murbad Road (English Medium) (Permanent Unaided)",49.2,Mumbai,Commerce
St. Rocks High School & Jr. College Of Comm Sci Borivali West (English Medium) (Permanent Unaided),49.2,Mumbai,Commerce
"Marol Education Academy High School & Jr. College, Andheri (East) (English Medium) (Permanent Unaided)",49,Mumbai,Commerce
"R.T.P. High School & Jr. College, Dawadi, Dombivali (E) (English Medium) (Self Finance)",49,Mumbai,Commerce
Netaji High Schooland Jr College Ulhasnagar (English Medium) (Aided),48.8,Mumbai,Commerce
Holy Angels School And Junior College Dombivli (English Medium) (Permanent Unaided),48.8,Mumbai,Commerce
S.K. Bose Junior College (English Medium) (Permanent Unaided),48.8,Mumbai,Commerce
"R. N. Vidyalaya And Junior College, Ganesh Nagar, Diva (E). (English Medium) (English Medium) (Self Finance)",48.8,Mumbai,Commerce
"Chembur Karnatak High School & Jr. College, Ghatla, Chembur, Mumbai. (English Medium) (Permanent Unaided)",48.6,Mumbai,Commerce
